Geo_id,Geo_id2,Geo_display_label,HH_INC_T,HH_INC_10K,HH_INC_15K,HH_INC_25K,HH_INC_35K,HH_INC_50K,HH_INC_75K,HH_INC_100,HH_INC_150,H_INC_200,H_INC_200M
1400000US11001010200,11001010200,"Census Tract 102, District of Columbia, District of Columbia",1375,2.0,2.0,1.5,2.3,7.7,12.6,16.7,30.5,12.4,12.3
1400000US11001010300,11001010300,"Census Tract 103, District of Columbia, District of Columbia",1250,5.3,1.8,11.8,7.5,14.6,13.6,7.4,22.1,8.6,7.4
1400000US11001010400,11001010400,"Census Tract 104, District of Columbia, District of Columbia",1534,18.8,8.2,8.4,13.8,11.9,10.1,15.8,10.2,2.2,0.8
1400000US11001010500,11001010500,"Census Tract 105, District of Columbia, District of Columbia",2258,14.4,2.7,1.0,3.1,10.6,15.2,11.4,19.4,14.2,8.0
1400000US11001010600,11001010600,"Census Tract 106, District of Columbia, District of Columbia",3270,6.7,0.6,6.2,1.7,3.4,11.8,10.0,25.8,14.8,19.0
1400000US11001010700,11001010700,"Census Tract 107, District of Columbia, District of Columbia",1110,10.9,2.3,4.8,11.9,7.8,12.3,17.7,19.9,7.6,4.9
1400000US11001010800,11001010800,"Census Tract 108, District of Columbia, District of Columbia",883,27.3,10.9,1.7,9.5,12.6,9.4,8.2,8.8,9.1,2.6
1400000US11001010900,11001010900,"Census Tract 109, District of Columbia, District of Columbia",1314,15.6,13.3,13.3,12.4,21.2,9.3,7.0,6.2,1.7,0.0
1400000US11001011000,11001011000,"Census Tract 110, District of Columbia, District of Columbia",2477,5.3,3.9,6.4,9.6,10.5,14.0,14.3,19.9,7.5,8.6
1400000US11001011100,11001011100,"Census Tract 111, District of Columbia, District of Columbia",1733,11.8,3.3,9.6,6.6,10.7,7.3,14.6,12.6,10.9,12.6
